City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
419,pukekohe east,-37.2,174.95,22.95,42,0,3.47,NZ,1707795768
420,rajur,20.1167,78.9167,26.52,38,100,3.91,IN,1707795769
421,aripuana,-9.1667,-60.6333,23.28,98,100,0.68,BR,1707795769
422,ippy,6.2679,21.2247,25.08,28,10,1.43,CF,1707795770
423,ambodifotatra,-16.9833,49.85,26.03,94,100,3.09,MG,1707795770
424,holualoa,19.6228,-155.9522,24.91,61,20,5.14,US,1707795653
425,arraial do cabo,-22.9661,-42.0278,22.87,93,77,2.13,BR,1707795771
426,lihue,21.9789,-159.3672,25.77,68,0,4.12,US,1707795652
427,roches noire,-20.1111,57.7122,27.91,92,25,5.5,MU,1707795772
428,horta,38.5333,-28.6333,16.68,88,74,9.83,PT,1707795773
429,cannonvale,-20.2833,148.7,29.66,69,14,5.32,AU,1707795774
430,youssoufia,32.2463,-8.5294,15.83,81,99,3.06,MA,1707795774
431,moose jaw,50.4001,-105.5344,-5.86,86,100,3.6,CA,1707795492
432,ribeira brava,32.65,-17.0667,20.4,82,100,2.03,PT,1707795775
433,pimentel,-6.8367,-79.9342,25.16,83,100,4.12,PE,1707795776
434,coahuayana de hidalgo,18.7,-103.6583,20.63,87,100,0.76,MX,1707795776
435,at taraf,25.3628,49.725,12.3,67,0,2.89,SA,1707795777
436,palenque,17.5167,-91.9667,21.42,95,97,4.0,MX,1707795777
437,cerkezkoy,41.285,28.0003,8.1,100,75,1.54,TR,1707795778
438,basotu,-4.3667,35.0833,15.73,94,100,1.77,TZ,1707795778
439,lazaro cardenas,17.9583,-102.2,22.35,81,48,1.63,MX,1707795661
440,al hazm,16.1641,44.7769,17.43,53,3,1.73,YE,1707795779
441,infantes,38.7367,-3.0122,7.23,91,75,3.65,ES,1707795780
442,parkano,62.0167,23.0167,-11.57,82,90,5.59,FI,1707795780
443,tsiombe,-25.3,45.4833,23.91,91,99,3.96,MG,1707795665
444,miri,4.4148,114.0089,31.08,70,40,4.63,MY,1707795486
445,tannum sands,-23.9504,151.3693,28.94,70,100,6.69,AU,1707795551
446,mersa matruh,31.3525,27.2453,16.11,72,40,5.66,EG,1707795783
447,el porvenir,13.7617,-87.3458,26.63,59,69,2.73,HN,1707795783
448,arteche,12.2645,125.4048,26.06,87,71,6.46,PH,1707795784
449,as sulayyil,20.4607,45.5779,14.14,52,0,3.59,SA,1707795784
450,port saint john's,-31.6229,29.5448,19.13,93,8,1.4,ZA,1707795756
451,arhavi,41.3492,41.3069,14.95,62,100,5.67,TR,1707795785
452,todos santos,23.45,-110.2167,17.47,73,0,2.01,MX,1707795786
453,muang phonsavan,19.45,103.2167,26.86,32,54,1.13,LA,1707795786
454,la gi,10.6667,107.7833,29.81,52,77,8.16,VN,1707795787
455,bulgan,48.8125,103.5347,-14.05,89,93,1.6,MN,1707795788
456,aykhal,66.0,111.5,-32.01,95,100,3.26,RU,1707795788
457,taltal,-25.4,-70.4833,19.61,86,87,3.66,CL,1707795789
458,bu'aale,1.0833,42.5833,24.36,86,64,2.77,SO,1707795789
459,gilgit,35.9221,74.3087,3.56,22,79,2.63,PK,1707795790
460,tintafor,8.6267,-13.215,25.47,81,0,1.94,SL,1707795791
461,caleta de carquin,-11.0925,-77.6267,23.7,82,43,5.75,PE,1707795651
462,melfort,52.8667,-104.6177,-3.93,80,100,3.09,CA,1707795792
463,kindu,-2.95,25.95,20.88,87,91,0.72,CD,1707795792
464,cooper's town,26.8667,-77.5167,23.49,86,0,7.67,BS,1707795793
465,vuktyl,63.8567,57.3094,-18.83,99,98,1.34,RU,1707795793
466,suva,-18.1416,178.4415,29.71,84,75,2.06,FJ,1707795794
467,sisimiut,66.9395,-53.6735,-23.02,92,26,2.68,GL,1707795794
468,kertih,4.5141,103.4483,29.01,74,40,4.12,MY,1707795795
469,rudarpur,26.4394,83.6144,20.78,36,66,2.82,IN,1707795795
470,upington,-28.4478,21.2561,23.21,38,2,1.54,ZA,1707795796
471,magadan,59.5667,150.8,-19.15,88,32,0.72,RU,1707795797
472,zholymbet,51.7433,71.7122,-17.8,85,32,5.35,KZ,1707795797
473,fort drum,44.0584,-75.7619,0.33,84,100,0.0,US,1707795798
474,san antonio oeste,-40.7319,-64.9477,14.23,53,0,4.88,AR,1707795629
475,ushtobe,45.2514,77.9838,-6.37,74,31,4.79,KZ,1707795799
476,yeraliyev,43.2,51.65,9.43,59,99,5.47,KZ,1707795800
477,pandan,14.0453,124.1694,26.22,81,78,10.94,PH,1707795800
478,hithadhoo,-0.6,73.0833,28.07,77,100,7.1,MV,1707795801
479,tepalcatepec,19.1833,-102.85,23.7,54,76,2.77,MX,1707795801
480,geraldton,-28.7667,114.6,34.23,26,0,7.72,AU,1707795670
481,touros,-5.1989,-35.4608,27.76,80,77,7.92,BR,1707795802
482,kansanshi,-12.0951,26.4273,16.77,97,100,1.74,ZM,1707795803
483,kitimat,54.0524,-128.6534,0.51,78,48,0.89,CA,1707795803
484,broken hill,-31.95,141.4333,35.73,23,0,7.01,AU,1707795804
485,nagqu,31.5,92.0,-7.07,29,100,3.78,CN,1707795805
486,nadym,65.5333,72.5167,-39.09,100,34,1.61,RU,1707795805
487,bafoulabe,13.8065,-10.8321,26.89,9,0,2.03,ML,1707795806
488,malmberget,67.1753,20.6549,-27.69,76,100,0.0,SE,1707795806
489,tomatlan,19.9333,-105.25,20.2,84,100,0.77,MX,1707795807
490,polyarnyy,69.1989,33.4478,-19.97,99,60,5.24,RU,1707795808
491,atherton,53.5237,-2.4935,6.9,86,97,4.94,GB,1707795690
492,fuglafjordur,62.244,-6.814,2.26,84,69,2.56,FO,1707795809
493,wangjing,24.6,94.0333,14.99,39,65,0.93,IN,1707795809
494,roshal',55.6685,39.8749,-4.55,95,100,3.34,RU,1707795810
495,kokopo,-4.352,152.2633,28.52,77,97,5.06,PG,1707795810
496,yatou,37.15,122.3833,9.76,70,0,7.27,CN,1707795811
497,sandy,40.572,-111.8606,2.81,63,0,4.02,US,1707795812
498,tura,25.5198,90.2201,24.65,18,47,1.13,IN,1707795812
499,gadani,25.1185,66.7299,19.12,61,100,4.69,PK,1707795813
500,santa ana,33.7456,-117.8678,15.59,62,0,2.57,US,1707795683
501,ghat,24.9647,10.1728,14.79,40,0,1.53,LY,1707795814
502,nayudupet,13.9,79.9,24.49,71,98,1.45,IN,1707795814
503,el paso,31.8001,-106.2005,9.81,28,0,1.54,US,1707795536
504,port hedland,-20.3167,118.5667,32.03,62,100,4.63,AU,1707795815
505,myskhako,44.6714,37.7433,13.1,60,100,2.86,RU,1707795816
506,beruniy,41.6911,60.7525,2.98,81,0,4.12,UZ,1707795816
507,mermoz boabab,14.7065,-17.4758,21.88,100,0,2.06,SN,1707795817
508,sumenep,-7.0167,113.8667,29.18,73,89,1.49,ID,1707795818
509,kyzylorda,44.8528,65.5092,-0.99,80,0,3.0,KZ,1707795818
510,lospalos,-8.5186,127.0025,25.03,86,100,4.11,TL,1707795675
511,san patricio,28.017,-97.5169,13.97,57,0,2.38,US,1707795819
512,luganville,-15.5333,167.1667,29.07,74,99,1.92,VU,1707795820
513,sao raimundo nonato,-9.0153,-42.6994,22.41,81,84,0.92,BR,1707795754
514,rehoboth,-23.3167,17.0833,25.2,29,58,2.71,NA,1707795821
515,zelenogorskiy,55.0333,87.0,-15.99,90,100,4.67,RU,1707795821
516,zhanaozen,43.3,52.8,8.04,59,98,4.37,KZ,1707795822
517,alice springs,-23.7,133.8833,34.75,26,40,3.6,AU,1707795822
518,san jose del guaviare,2.5729,-72.6459,24.81,66,76,0.38,CO,1707795823
519,ayancik,41.9447,34.5861,13.52,59,100,4.38,TR,1707795824
520,paramirim,-13.4425,-42.2389,20.43,88,100,2.83,BR,1707795824
521,burutu,5.3509,5.5076,26.55,93,0,2.24,NG,1707795825
522,acapulco de juarez,16.8634,-99.8901,24.9,78,40,0.0,MX,1707795735
523,saint-denis,48.9167,2.3333,4.27,95,0,2.57,FR,1707795826
524,remire-montjoly,4.9167,-52.2667,26.02,94,75,4.12,GF,1707795827
525,coquimbo,-29.9533,-71.3436,18.85,82,100,2.57,CL,1707795827
526,saint-joseph,-21.3667,55.6167,27.21,81,72,3.62,RE,1707795808
527,pokrovsk,48.282,37.1758,6.89,71,100,2.84,UA,1707795828
528,motueka,-41.1333,173.0167,22.83,60,22,2.86,NZ,1707795830
529,roscommon,53.6333,-8.1833,1.73,94,59,3.02,IE,1707795830
530,aden,12.7794,45.0367,25.43,81,75,6.65,YE,1707795831
531,vychegodskiy,61.247,46.8984,-25.03,100,91,1.78,RU,1707795831
532,half moon bay,37.4636,-122.4286,12.87,83,40,6.69,US,1707795832
533,shimoda,34.6667,138.95,14.5,64,7,8.99,JP,1707795833
534,cidreira,-30.1811,-50.2056,23.28,93,100,3.0,BR,1707795833
535,ulladulla,-35.35,150.4667,27.97,58,21,7.68,AU,1707795674
536,peno,56.9262,32.7426,-4.79,94,100,3.9,RU,1707795834
537,chipinge,-20.1883,32.6236,13.72,78,0,0.35,ZW,1707795835
538,parras de la fuente,25.4167,-102.1833,9.22,20,68,3.07,MX,1707795836
539,lauro de freitas,-12.8944,-38.3272,28.01,83,40,4.63,BR,1707795836
540,mongu,-15.2484,23.1274,22.76,67,99,2.96,ZM,1707795837
541,yima,34.7381,111.8839,14.3,43,0,1.43,CN,1707795837
542,greymouth,-42.4667,171.2,16.35,68,74,4.33,NZ,1707795838
543,baley,51.6,116.6333,-10.04,56,5,2.84,RU,1707795838
544,abepura,-2.6333,140.5833,32.45,52,20,3.09,ID,1707795839
545,belozersk,60.0326,37.7957,-25.01,100,98,1.79,RU,1707795839
546,djelfa,34.6728,3.263,9.8,88,69,11.33,DZ,1707795841
547,aral,40.5156,81.2636,3.5,45,100,5.66,CN,1707795841
548,tamanrasset,22.785,5.5228,13.95,24,0,2.57,DZ,1707795842
549,santa elena de uairen,4.6167,-61.1333,21.11,69,77,2.07,VE,1707795842
550,luwuk,-0.9516,122.7875,28.95,80,97,0.73,ID,1707795843
551,chilmari,25.5559,89.6715,23.64,20,32,0.97,BD,1707795844
552,beloyarskiy,63.7119,66.6722,-36.67,100,45,0.45,RU,1707795844
553,general villegas,-35.0328,-63.0125,15.49,62,1,4.44,AR,1707795845
554,tlahualilo de zaragoza,26.1167,-103.45,10.56,21,0,1.1,MX,1707795845
555,merizo village,13.2658,144.6691,30.31,73,76,10.26,GU,1707795641
556,marrakesh,31.6315,-8.0083,14.04,88,20,1.03,MA,1707795846
557,sterling,39.0062,-77.4286,7.23,89,100,2.57,US,1707795847
558,onguday,50.75,86.15,-18.06,83,73,1.3,RU,1707795848
559,kargasok,59.0556,80.8572,-22.6,96,94,3.45,RU,1707795848
560,sucre,-19.0333,-65.2627,15.04,84,98,2.05,BO,1707795849
561,saldanha,-33.0117,17.9442,17.03,94,99,4.08,ZA,1707795849
562,san luis de la loma,17.2706,-100.8939,23.32,80,64,1.56,MX,1707795850
563,saki,8.6667,3.3833,24.75,26,1,0.58,NG,1707795851
564,santo antonio,-6.3106,-35.4789,25.19,85,96,4.1,BR,1707795851
565,shawinigan,46.5668,-72.7491,-0.77,63,9,1.54,CA,1707795852
566,fort bragg,35.139,-79.006,15.46,94,100,4.12,US,1707795754
567,zastron,-30.3023,27.084,16.25,49,0,1.71,ZA,1707795854
568,xanxere,-26.8769,-52.4042,22.54,71,76,2.19,BR,1707795857
569,faya-largeau,17.9257,19.1043,22.27,12,0,4.36,TD,1707795858
570,namibe,-15.1961,12.1522,24.31,82,100,5.79,AO,1707795858
571,tateyama,34.9833,139.8667,16.17,55,20,7.72,JP,1707795859
572,coxen hole,16.3244,-86.5366,24.6,83,20,1.03,HN,1707795859
573,port douglas,-16.4833,145.4667,28.69,73,20,3.19,AU,1707795860
574,mahanoro,-19.9,48.8,24.43,91,100,2.89,MG,1707795861
575,tosontsengel,48.7567,98.2839,-18.88,96,99,2.17,MN,1707795861
576,sandnessjoen,66.0217,12.6316,-4.71,63,100,14.0,NO,1707795862
577,baalbek,34.0058,36.2181,8.97,62,100,2.36,LB,1707795862
578,howrah,22.5892,88.3103,23.0,60,40,0.0,IN,1707795831
579,posto fiscal rolim de moura,-13.0833,-62.2667,23.31,99,98,1.12,BR,1707795864
580,masterton,-40.9597,175.6575,22.83,31,10,2.36,NZ,1707795675
581,zintan,31.9223,12.252,11.47,79,10,7.24,LY,1707795865
582,pelabuhan klang,3.0,101.4,34.95,65,71,0.3,MY,1707795865
583,togur,58.3631,82.8265,-19.81,94,100,3.97,RU,1707795866
584,thisted,56.9552,8.6949,2.33,94,99,2.78,DK,1707795867
585,prado,-17.3411,-39.2208,24.55,94,6,1.29,BR,1707795867
586,novo aripuana,-5.1206,-60.3797,23.44,98,94,1.07,BR,1707795868
587,kutum,14.2,24.6667,17.77,19,15,1.46,SD,1707795868
588,san cristobal,7.7669,-72.225,22.1,66,26,0.78,VE,1707795869
589,cabinda,-5.55,12.2,27.18,93,100,2.34,AO,1707795870
590,letterkenny,54.95,-7.7333,2.48,91,10,2.38,IE,1707795870
591,kaoma,-14.7833,24.8,17.25,91,7,2.31,ZM,1707795871
592,charcas,23.1333,-101.1167,10.92,45,100,2.49,MX,1707795871
593,erzincan,39.75,39.5,3.61,70,75,1.03,TR,1707795872
594,batang,-6.4846,110.7083,29.25,73,49,2.18,ID,1707795873
595,gornyye klyuchi,45.25,133.5,2.58,95,5,4.3,RU,1707795873
